trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.5, 'e': 0.2795022333352157}",20,8,-0.13504146098565672,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.27698671323519874}",20,0,-28.44761571520278,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.2744938328160819}",25,9,-73.89376469572125,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
144,False,"{'a': 0.5, 'e': 0.2720233883207372}",20,0,-4.044673606327667,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.26957517782585055}",30,20,15.903985291483233,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.2671490012254179}",25,13,12.151891490217192,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.26474466021438914}",20,14,12.051410988135448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.2623619582724596}",30,0,-93.0610370075281,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.2600007006480075}",25,7,19.97420195358125,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.2576606943421754}",20,13,12.267808220241832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.25534174809309584}",25,2,-84.20931687155418,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
152,False,"{'a': 0.5, 'e': 0.253043672360258}",20,11,15.684438669241866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2507662793090156}",20,11,14.744360452229023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.24850938279523452}",30,0,-24.341298239066813,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.2462727983500774}",25,5,-14.615357188883245,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.2440563431649267}",20,7,-22.165484640594975,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.24185983607644235}",25,5,-10.200833429800774,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.23968309755175438}",30,4,-43.99933137960215,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 2}",1
159,False,"{'a': 0.5, 'e': 0.2375259496737886}",20,3,-30.34421476588871,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.23538821612672448}",25,0,40.269372378934115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.23326972218158396}",30,17,8.190632587842034,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.23117029468194972}",20,10,8.356702142446364,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.22908976202981216}",20,13,13.223490872517889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.22702795417154384}",20,12,11.963877899353845,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.22498470258399994}",25,17,15.869975888445609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.22295984026074395}",20,6,-26.817947259377053,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.22095320169839724}",20,5,28.378891600897575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.21896462288311166}",20,11,16.253908364392377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.21699394127716368}",30,16,-36.44411039129274,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.21504099580566918}",20,0,-46.41011255492443,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.21310562684341816}",25,0,-15.1572819731561,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.2111876762018274}",20,2,-37.19229047326483,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.20928698711601096}",20,1,-21.827150885027486,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.20740340423196685}",20,0,-28.176927895206433,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.20553677359387915}",30,11,-27.704605269625358,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.20368694263153422}",30,18,24.886258971730086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.20185376014785042}",30,8,33.302625659371344,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.20003707630651976}",20,16,9.082872556876788,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1982367426197611}",20,10,5.880248865490792,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.19645261193618324}",20,0,0.9387475028710095,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.19468453842875758}",25,13,16.24769779947603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.19293237758289877}",30,7,-1.8191275826186013,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.19119598618465267}",25,0,-15.600376689992668,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.1894752223089908}",20,0,31.147454362350587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.1877699453082099}",20,13,11.963945241598648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.18608001580043598}",20,0,-17.74575438066932,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.18440529565823208}",25,12,-64.65940789765038,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.18274564799730797}",20,12,15.565766271609613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.1811009371653322}",20,14,10.648773268363396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.17947102873084422}",20,6,26.021085296807684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.1778557894722666}",20,0,14.877422850380713,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.17625508736701623}",30,18,19.921043481233838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.17466879158071308}",20,0,-10.186912576994445,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.17309677245648664}",20,2,34.771136681057776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.17153890150437826}",25,0,-28.791681136288314,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.16999505139083887}",20,7,-14.402172505474494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.16846509592832132}",25,14,-2.0925652975169307,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.16694891006496643}",20,2,3.3914316296076628,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.16544636987438172}",25,13,19.364775967473413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.16395735254551227}",20,14,10.357761557400236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.16248173637260266}",20,14,11.078718386465054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.16101940074524923}",20,0,21.55848172610475,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.159570226138542}",35,0,-14.44065245018532,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.15813409410329513}",25,15,5.6403243220287385,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.15671088725636545}",20,0,10.16478068831407,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.15530048927105816}",20,6,-31.318104873650423,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.15390278486761866}",25,17,-58.486032962928086,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.15251765980381007}",20,10,16.1001410230109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.15114500086557578}",35,18,38.45666222264516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1497846958577856}",25,9,-41.32555445647286,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.14843663359506554}",25,10,20.800398401358237,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.14710070389270993}",25,4,19.691940940005807,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.14577679755767556}",25,11,27.646163597521195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.14446480637965647}",20,9,17.831717505771294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.14316462312223957}",20,1,29.682769304938233,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.1418761415141394}",20,0,28.878617829807055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.14059925624051214}",25,10,-10.684535425574008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.13933386293434755}",30,3,-9.664161918347503,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.1380798581679384}",25,4,-9.580851631238367,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.13683713944442696}",20,10,14.341275581602593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.1356056051894271}",20,14,11.165455041930972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.13438515474272228}",20,0,-22.17441097628523,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.13317568835003776}",30,11,30.22663517207383,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.13197710715488742}",20,0,27.72074652431566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.13078931319049344}",25,16,3.540003638951932,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.129612209371779}",25,8,26.225681412903725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.12844569948743298}",20,0,29.48016923922057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.12728968819204609}",25,16,13.75283070314028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.12614408099831767}",30,15,6.836049135659,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.12500878426933282}",20,13,10.725868480400173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.12388370521090881}",25,17,13.200333428399205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.12276875186401064}",25,12,21.048827931834378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.12166383309723454}",20,8,18.97850942776114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.12056885859935942}",20,0,19.487866511317435,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.11948373887196519}",20,9,-24.637145418277434,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.1184083852221175}",20,7,19.306855139241883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.11734270975511844}",20,11,15.694855370518646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.11628662536732237}",30,11,16.020089156383648,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.11524004573901647}",20,0,-26.130729515105063,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.11420288532736532}",20,8,-20.591564118184827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.11317505935941904}",20,0,-38.454648551396566,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.11215648382518427}",25,12,24.077491750962935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.11114707547075761}",30,4,43.410055043429594,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.11014675179152078}",25,0,38.971600268749064,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.1091554310253971}",25,8,-77.89203446428603,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
246,False,"{'a': 0.5, 'e': 0.10817303214616852}",25,11,15.35880154105865,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.10719947485685301}",20,1,27.01486844619166,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.10623467958314133}",25,11,22.23109508786277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.10527856746689306}",20,12,8.972593310597796,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.10433106035969102}",20,12,13.548039278719267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.10339208081645379}",20,8,22.86469590369583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.1024615520891057}",25,0,-22.158962587746007,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.10153939812030376}",20,10,-23.918516954256184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.5, 'e': 0.10062554353722103}",25,12,23.637796760947925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.09971991364538603}",30,24,12.728170353079808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.09882243442257756}",20,4,12.152391433394849,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.09793303251277435}",25,17,-7.977542022370778,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.09705163522015939}",20,12,12.547306651619545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.09617817050317795}",30,15,-13.62782644084887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.09531256696864936}",35,17,24.21044477743135,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.09445475386593151}",20,3,24.992956209529126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.09360466108113813}",20,10,17.975857189979248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.09276221913140788}",25,13,22.532832640625717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.09192735915922522}",30,8,-5.428535341218263,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.09110001292679218}",20,13,15.838926979306432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.09028011281045105}",25,17,13.46656005975454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.089467591795157}",30,23,-9.348622940854789,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.08866238346900057}",20,0,-11.899211319080266,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.08786442201777957}",30,20,-1.469318206745104,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.08707364221961955}",20,1,19.117653782536706,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.08628997943964298}",20,14,12.958801304763638,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.0855133696246862}",20,0,30.757350868341305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.08474374929806401}",25,14,9.163873224260323,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.08398105555438144}",35,18,31.531376219027493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.083225226054392}",20,14,9.794113544347187,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.08247619901990247}",25,0,28.978166554128876,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.08173391322872335}",25,13,-21.37274773103709,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.08099830800966484}",25,13,-21.56686622879199,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.08026932323757786}",35,17,17.063050322403903,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.07954689932843965}",25,20,8.815341918003721,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.07883097723448369}",30,15,29.132188077873625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.07812149843937334}",20,10,18.608114026249318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.07741840495341898}",25,16,9.250546662892827,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.07672163930883821}",20,0,-26.775885702254822,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.07603114455505866}",35,22,23.4461024378167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.07534686425406315}",25,19,11.990315111620868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.07466874247577657}",25,15,19.04977807772195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.07399672379349458}",25,15,9.780746433947979,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.07333075327935312}",35,12,7.1277245337263775,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.07267077649983895}",20,0,-21.529497795637027,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.0720167395113404}",30,24,13.721020517438234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.07136858885573834}",20,16,6.1485337905216575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.07072627155603668}",20,7,26.339588201654447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.07008973511203236}",20,8,18.113513272523125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.06945892749602407}",25,10,25.772937538275364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.06883379714855985}",25,11,27.192173927928188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.06821429297422281}",20,0,25.3958371934259,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.06760036433745481}",30,0,-18.085323944098302,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.0669919610584177}",35,3,49.74280873267937,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.06638903340889195}",25,20,12.049688609512994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.06579153210821193}",25,15,19.43005625838883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.06519940831923801}",25,17,13.138414957704242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.06461261364436487}",25,9,34.33169057542459,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.06403110012156558}",25,3,32.22736233497581,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.0634548202204715}",30,14,15.193491523632773,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.06288372683848725}",20,16,8.001180010296206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.06231777329694087}",25,15,20.507849887625934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.0617569133372684}",20,6,22.943494873620033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.06120110111723298}",25,18,11.759463178931615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.06065029120717789}",20,2,30.39739254591268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.060104438586313286}",20,13,13.81128065456388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.05956349863903646}",20,11,15.124431597902026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.05902742715128514}",20,16,7.19215263990618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.05849618030692357}",25,9,26.640291612695854,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.057969714684161254}",25,12,12.5397459941815,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.057447987252003806}",20,7,18.564081235909523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.05693095536673577}",30,11,-40.211203998500494,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.05641857676843515}",20,14,11.583804990829769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.05591080957751923}",20,10,17.99653832808928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.05540761229132156}",25,13,-18.73205641622201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.05490894378069966}",20,14,11.751489671230273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.054414763286673364}",20,13,10.927523453126112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.0539250304170933}",20,6,23.412286033064035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.05343970514333946}",25,8,-2.6444035268975243,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.052958747797049406}",30,15,27.21287331419853,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
